Player,Pos.,2018 Team,2019 Team,Type,Snaps,Age,Current APY,Guarantees
Khari Lee,TE,Bills,,SFA,4.3%,26,660000,0
A.J. Francis,34DE,Redskins,,SFA,0%,28,660000,0
Anthony Johnson,43DE,Colts,,SFA,0%,25,660000,0
Keith Reaser,CB,Chiefs,,SFA,0%,27,660000,0
Jeremiah George,ILB,Colts,,SFA,0%,26,660000,0
Kapri Bibbs,RB,Redskins,Packers,Signed,17.3%,25,755000,0
Howard Jones,34OLB,Bears,,SFA,0%,28,660000,0
Craig Mager,CB,Chargers,Broncos,Signed,0%,26,755000,0
Freddie Martino,WR,Buccaneers,,SFA,2.2%,27,660000,0
Demetrius Rhaney,C,Redskins,,SFA,0%,26,660000,0
Zach Moore,43DE,Panthers,Cardinals,Signed,22%,28,705000,0
George Winn,RB,Colts,,SFA,0%,28,660000,0
Nathan Peterman,QB,Bills,,SFA,14%,24,659877,239508
Walt Aikens,CB,Dolphins,Dolphins,Signed,3%,27,1350000,1300000
Isaiah McKenzie,WR,Broncos,Bills,Signed,21.2%,23,600000,0
Brian Allen,CB,Steelers,Steelers,Signed,0%,25,600000,0
Ukeme Eligwe,ILB,Chiefs,Giants,Signed,3.5%,24,600000,0
Mark Glowinski,RG,Colts,Colts,Signed,52.9%,26,1400000,295000
Dontae Johnson,CB,49ers,,UFA,2.1%,27,655136,400544
Kevin Pierre-Louis,ILB,Chiefs,Jets,Signed,3.1%,27,2625000,2500000
Dylan Donahue,34OLB,Jets,,SFA,0%,26,650487,201948
John Theus,RG,Panthers,Titans,Signed,0%,24,675000,0
Lucky Whitehead,WR,Jets,,SFA,0%,26,647500,0
Nick Williams,WR,Falcons,,UFA,6.8%,28,645000,0
Terrance Mitchell,CB,Chiefs,Browns,Signed,37.8%,26,3333333,3500000
Keith Smith,FB,Cowboys,Raiders,Signed,0%,26,1500000,1400000
Kerwynn Williams,RB,Cardinals,,UFA,0%,27,645000,0
Cody Parkey,K,Dolphins,Bears,Signed,28.6%,26,3750000,9000000
Brittan Golden,CB,Cardinals,,UFA,0%,30,645000,0
Caleb Brantley,43DT,Browns,Redskins,Signed,3.6%,24,600000,0
Dion Jordan,43DE,Seahawks,Seahawks,Signed,29.8%,28,1907000,0
Tanner Vallejo,ILB,Bills,Browns,Signed,12.3%,24,638453,153812
Al-Quadin Muhammad,43DE,Saints,Colts,Signed,39.5%,23,645000,0
Jeremy Clark,CB,Jets,Jets,Signed,0%,24,555000,0
Spencer Drango,RG,Browns,,SFA,0%,26,636913,207652
Pita Taumoepenu,43DE,49ers,49ers,Signed,2%,24,600000,0
De'Angelo Henderson,RB,Broncos,Jets,Signed,0.3%,26,555000,0
Jeremiah Ledbetter,43DT,Lions,Buccaneers,Signed,1.6%,24,562500,0
Elijah Qualls,43DT,Eagles,,SFA,0%,23,631803,127212
D.J. White,CB,Colts,,SFA,0%,25,631003,157012
Rashad Greene,WR,Jaguars,Jaguars,Signed,10.3%,26,705000,0
Tom Savage,QB,Texans,Bengals,Signed,0%,28,705000,0
Dakota Dozier,LG,Jets,Jets,Signed,10.7%,27,880000,90000
Nevin Lawson,CB,Lions,Lions,Signed,88.8%,27,4600000,4550000
Brent Urban,34DE,Ravens,Ravens,Signed,50.6%,27,1100000,100000
Rashawn Scott,WR,Dolphins,,SFA,0%,26,630000,0
Martrell Spaight,34OLB,Jaguars,,SFA,0.7%,25,630000,0
Bobby McCain,CB,Dolphins,Dolphins,Signed,75.6%,25,6750000,9982000
Stefon Diggs,WR,Vikings,Vikings,Signed,83.2%,25,14400000,16907000
Brett Hundley,QB,Packers,Seahawks,Signed,0%,25,625908,223632
Jeremy Butler,WR,Bills,,UFA,0%,27,625000,0
Temarrick Hemingway,TE,Rams,Broncos,Signed,0.4%,25,600000,0
Stacy Coley,WR,Vikings,,SFA,1.8%,24,624173,96692
Tony Lippett,CB,Dolphins,Giants,Signed,2.3%,26,630000,0
Shalom Luani,S,Raiders,Seahawks,Signed,1%,24,555000,0
Drew Kaser,P,Chargers,,SFA,7%,25,623456,153824
Jalen Myrick,CB,Jaguars,,SFA,0%,23,623420,93680
Dadi Nicolas,34OLB,Chiefs,,SFA,0%,26,622678,123212
Deon Simon,34DT,Jets,,SFA,0%,28,622500,0
Edmond Robinson,43OLB,Cardinals,,SFA,0%,26,622500,0
Jonathan Williams,RB,Saints,Colts,Signed,1.7%,24,675000,0
Gabe Wright,43DT,Dolphins,Raiders,Signed,2.7%,26,675000,0
James Stone,C,Raiders,,SFA,0%,26,622500,0
Zane Gonzalez,K,Browns,Cardinals,Signed,11.9%,23,600000,0
Devante Bond,43OLB,Buccaneers,Buccaneers,Signed,23.7%,25,555000,0
Jylan Ware,LT,Raiders,,SFA,0%,25,621077,84308
Jerell Adams,TE,Giants,,SFA,0%,26,620714,142856
Joshua Holsey,CB,Redskins,Redskins,Signed,2.8%,24,600000,0
Joe Cardona,LS,Patriots,Patriots,Signed,32.3%,26,1077500,1000000
Isaiah Ford,WR,Dolphins,Dolphins,Signed,1.4%,22,525000,0
Lorenzo Doss,CB,Broncos,Panthers,Signed,0%,24,755000,0
Devante Mays,RB,Packers,,SFA,0%,24,618761,75044
DJ Alexander,ILB,Seahawks,Eagles,Signed,0%,27,618313,166252
Cory James,43OLB,Raiders,,SFA,0%,25,618119,132476
Kyle Fuller,LG,Texans,Redskins,Signed,5.5%,24,600000,0
Treyvon Hester,43DT,Raiders,Eagles,Signed,21.8%,26,600000,0
Quan Bray,,Colts,,,0%,25,616668,0
Kyle Murphy,LT,Packers,,SFA,0%,25,616535,126140
Keion Adams,34OLB,Steelers,,SFA,0%,23,616507,66028
Matt Dayes,RB,Browns,49ers,Signed,0.1%,24,600000,0
Chad Kelly,QB,Broncos,,SFA,0.1%,24,616071,64284
Brandon Allen,QB,Rams,,SFA,0.6%,26,616068,124272
Anthony Zettel,43DE,Lions,Browns,Signed,13.4%,26,615931,123724
John Timu,ILB,Bears,,UFA,0%,26,615000,0
Mike Hull,ILB,Dolphins,Dolphins,Signed,5.8%,27,705000,0
Nick Dzubnar,ILB,Chargers,Chargers,Signed,0.2%,27,1525000,795000
Bryce Callahan,CB,Bears,Bears,Signed,64.2%,27,1907000,0
Jude Adjei-Barimah,CB,Buccaneers,,UFA,0%,26,615000,0
Cameron Lynch,34OLB,Rams,Buccaneers,Signed,1.5%,25,705000,0
Matt Longacre,34OLB,Rams,Rams,Signed,27.7%,27,1698438,1698438
Daniel Brown,TE,Bears,Bears,Signed,2.1%,26,925000,70000
Justin Coleman,CB,Seahawks,Seahawks,Signed,67.9%,25,2914000,0
Brandon King,S,Patriots,Patriots,Signed,0%,25,2600000,400000
David Irving,43DT,Cowboys,Cowboys,Signed,5.5%,25,2914000,0
Josh Keyes,43OLB,Browns,Texans,Signed,3.7%,25,705000,0
Adam Humphries,WR,Buccaneers,Buccaneers,Signed,70%,25,2914000,0
Neville Hewitt,43OLB,Dolphins,Jets,Signed,23.9%,25,705000,0
Matt Paradis,C,Broncos,Broncos,Signed,53%,29,2914000,0
Jacob Schum,P,Packers,,UFA,0%,29,615000,0
Bennie Fowler,WR,Broncos,Giants,Signed,36%,27,705000,0
Greg Van Roten,LG,Panthers,Panthers,Signed,100%,28,830000,100000
Anthony Chickillo,34OLB,Steelers,Steelers,Signed,28.2%,26,1907000,0
Patrick Scales,LS,Bears,Bears,Signed,24.8%,30,630000,0
Geremy Davis,WR,Chargers,Chargers,Signed,7.4%,26,770000,15000
Anthony Steen,LG,Dolphins,,UFA,0%,28,615000,0
Roosevelt Nix,FB,Steelers,Steelers,Signed,9.8%,26,1743750,1750000
Jamie Meder,43DT,Browns,,UFA,0%,27,615000,0
Deji Olatoye,CB,Falcons,,SFA,0%,27,615000,0
Willie Snead,WR,Saints,Ravens,Signed,69%,26,3500000,2000000
Shaquil Barrett,34OLB,Broncos,Broncos,Signed,25.6%,26,2914000,0
Isaiah Burse,WR,Chargers,,UFA,0%,27,615000,0
Joe Thomas,ILB,Packers,Cowboys,Signed,5.7%,27,1800000,600000
Neal Sterling,WR,Jets,Jets,Signed,12.9%,26,1907000,0
Chris Boswell,K,Steelers,Steelers,Signed,33.3%,27,4201500,7295000
Zac Kerin,RG,Lions,Redskins,Signed,4.7%,27,705000,0
David Parry,43DT,Saints,,UFA,4.8%,26,615000,0
Deontae Skinner,43OLB,Giants,,SFA,0%,28,615000,0
Brandon Coleman,WR,Saints,,UFA,0%,26,615000,0
Greg Ducre,CB,Steelers,,UFA,0%,26,615000,0
Tenny Palepoi,34DE,Chargers,,UFA,0%,28,615000,0
Chris McCain,34OLB,Chargers,,UFA,0%,27,615000,0
Xavier Cooper,34DE,Jets,,UFA,0%,24,615000,0
Angelo Blackson,34DE,Texans,Texans,Signed,40.2%,26,1240000,150000
Ben Heeney,ILB,Texans,Texans,Signed,0%,26,705000,0
Sean McGrath,TE,Chargers,,UFA,0%,31,615000,0
Mike Davis,RB,Seahawks,Seahawks,Signed,36.7%,25,1350000,350000
Zac Dysert,QB,Cowboys,,UFA,0%,28,615000,0
Bruce Ellington,WR,Texans,Lions,Signed,25.2%,27,705000,0
Vinston Painter,RT,Cardinals,,UFA,0%,29,615000,0
Ricardo Allen,S,Falcons,Falcons,Signed,18.8%,27,6500000,7414000
Lamin Barrow,ILB,Dolphins,,UFA,0%,28,615000,0
Mark Nzeocha,ILB,49ers,49ers,Signed,16.3%,28,800000,30000
Brandon Copeland,43DE,Lions,Jets,Signed,54.5%,27,1550000,100000
Antone Exum,S,49ers,49ers,Signed,55.4%,27,705000,0
Sheldon Price,CB,Ravens,,SFA,0%,27,615000,0
Ulrick John,RT,Packers,Patriots,Signed,0%,26,745000,0
Shelby Harris,34DE,Broncos,Broncos,Signed,36.3%,27,705000,0
Aaron Burbridge,WR,49ers,,SFA,0%,25,610089,100356
Darius Jackson,RB,Browns,Cowboys,Signed,1.7%,25,645000,0
Ryan Grant,WR,Redskins,Colts,Signed,49.2%,28,5000000,5000000
Aaron Wallace,34OLB,Titans,Broncos,Signed,0.8%,25,645000,0
Donavon Clark,RG,Chargers,,SFA,0%,26,606524,86096
Riley Dixon,P,Broncos,Giants,Signed,30.2%,25,605002,80008
Michael Bennett,43DE,Jaguars,,SFA,3.6%,25,604675,138700
Kevin Pamphile,LG,Buccaneers,Titans,Signed,15.7%,28,1400000,400000
Aaron Lynch,43DE,49ers,Bears,Signed,33.7%,25,4000000,1250000
Vadal Alexander,RT,Raiders,,SFA,0%,24,604211,76844
Dwayne Washington,RB,Lions,Saints,Signed,4.4%,24,675000,0
Avery Williamson,ILB,Titans,Jets,Signed,99.5%,26,7500000,16000000
Devin Fuller,WR,Falcons,,SFA,0%,24,603446,73784
Nat Berhe,S,Giants,Steelers,Signed,3.1%,27,790000,0
Keith Marshall,RB,Redskins,,SFA,0%,24,601388,65552
AJ McCarron,QB,Bengals,Raiders,Signed,1.1%,28,5000000,4900000
Joe Walker,ILB,Eagles,Cardinals,Signed,0%,26,600000,0
Josh Carraway,34OLB,Titans,,SFA,0%,24,600000,0
Kapron Lewis-Moore,43DE,Jaguars,,SFA,0%,28,600000,0
Dustin Hopkins,K,Redskins,Redskins,Signed,28.4%,28,2525000,1201072
Randall Telfer,TE,Browns,,SFA,0%,26,599384,117536
Quandre Diggs,S,Lions,Lions,Signed,96%,27,6200000,7500000
Aaron Ripkowski,FB,Packers,,SFA,0%,26,596599,106396
Darren Waller,TE,Ravens,Raiders,Signed,4%,26,630000,0
Nicholas Grigsby,43OLB,Patriots,Lions,Signed,2.7%,26,675000,0
Devon Kennard,43OLB,Giants,Lions,Signed,87.5%,27,5750000,7500000
Bobby Hart,RT,Giants,Bengals,Signed,99.7%,24,1005000,50000
Zach Fulton,C,Chiefs,Texans,Signed,74.7%,27,7000000,13000000
Kenneth Acker,CB,Chiefs,,UFA,0%,26,585150,120600
Max Tuerk,LG,Cardinals,,SFA,0%,24,585000,0
Tyvis Powell,CB,49ers,49ers,Signed,9.7%,24,630000,0
Darius Latham,43DT,Raiders,,SFA,0%,24,585000,0
Bryce Treggs,WR,Browns,,SFA,0%,24,585000,0
Anthony Fabiano,C,Colts,,SFA,0%,25,585000,0
Michael Hunter,CB,Broncos,,SFA,0%,25,585000,0
Cobi Hamilton,WR,Texans,,SFA,0%,28,585000,0
Victor Ochi,34OLB,Titans,,SFA,0%,25,585000,0
Brandon Dixon,CB,Giants,,SFA,0%,28,585000,0
Josh Ferguson,RB,Colts,,SFA,0%,25,585000,0
Alex Tanney,QB,Titans,Giants,Signed,0%,31,555000,0
C.J. Smith,CB,Browns,,SFA,0%,25,585000,0
Freddie Bishop,34OLB,Jets,,SFA,0%,28,585000,0
Kyle Peko,34DT,Broncos,,SFA,0%,25,585000,0
Jeremy Cash,43OLB,Browns,Cardinals,Signed,0%,26,585000,0
Kalif Raymond,WR,Giants,,SFA,0%,24,585000,0
Scooby Wright III,ILB,Cardinals,,SFA,0%,24,585000,0
Matt Lengel,TE,Browns,Bengals,Signed,13%,28,630000,0
Richard Ash,43DT,Cowboys,,SFA,0%,26,585000,0
Ian Silberman,RT,Raiders,,SFA,2.9%,26,585000,0
Gabe Holmes,TE,Cardinals,,SFA,8.6%,27,585000,0
Joey Mbu,34DT,Colts,,SFA,0%,25,585000,0
DeAndrew White,WR,Texans,,SFA,0%,27,585000,0
Kurtis Drummond,S,Texans,,SFA,0%,26,585000,0
Bronson Hill,RB,Cardinals,,SFA,0%,25,585000,0
Carlos Thompson,34OLB,Rams,,SFA,0%,26,585000,0
Alfred Blue,RB,Texans,Texans,Signed,42.1%,27,880000,90000
Corey Robinson,RT,Lions,Jaguars,Signed,0%,26,705000,0
Trent Brown,LT,49ers,Patriots,Signed,97.3%,25,583973,55892
Denzelle Good,RT,Colts,Raiders,Signed,28.3%,27,705000,336529
Trevor Siemian,QB,Broncos,Vikings,Signed,0%,27,583196,52784
EJ Gaines,CB,Bills,Browns,Signed,15.3%,26,4000000,1400000
Pat O'Donnell,P,Bears,Bears,Signed,24.4%,27,1500000,500000
Khalfani Muhammad,RB,Titans,,SFA,0%,24,581250,0
Demetri Goodson,CB,Packers,,SFA,0%,29,580788,103152
Blaine Clausell,LT,Panthers,,SFA,0.2%,26,580000,0
Thomas Duarte,TE,Dolphins,,SFA,0%,23,580000,0
Kadeem Edwards,LG,Cowboys,,SFA,0%,27,580000,0
Cornelius Edison,C,Vikings,,SFA,0%,25,580000,0
Luke Bowanko,C,Ravens,Redskins,Signed,23.9%,27,790000,0
Daniel McCullers,34DT,Steelers,Steelers,Signed,10.6%,26,880000,90000
Marquis Flowers,43OLB,Patriots,Redskins,Signed,1.2%,26,755000,0
T.J. Carrie,CB,Raiders,Browns,Signed,76.8%,28,7750000,10000000
Shamar Stephen,43DT,Vikings,Seahawks,Signed,49.8%,27,2100000,1000000
Beau Allen,43DT,Eagles,Buccaneers,Signed,37%,27,5000000,6500000
Rakeem Nunez-Roches,34DE,Chiefs,Buccaneers,Signed,5%,25,705000,0
Hayes Pullard,ILB,Chargers,Chargers,Signed,8.9%,26,705000,0
Kaleb Eulls,34DE,Chargers,,UFA,0%,27,570000,0
David Yankey,LG,Panthers,,UFA,0%,26,570000,0
Troy Hill,CB,Rams,Rams,Signed,42.1%,27,705000,0
Ryan Russell,43DE,Buccaneers,,UFA,0%,26,570000,0
Raheem Mostert,RB,49ers,49ers,Signed,8.4%,26,705000,0
Terron Ward,RB,Falcons,,UFA,0%,26,570000,0
Ramik Wilson,ILB,Chiefs,Rams,Signed,15.9%,26,750000,45000
Terrence Fede,43DE,Dolphins,,UFA,0%,27,568988,55952
Jeff Janis,WR,Packers,,UFA,0%,27,567848,51392
Corey Nelson,ILB,Broncos,,UFA,0%,26,567150,48600
Jordan Roos,RG,Seahawks,,SFA,0%,25,561667,20000
Harvey Langi,ILB,Patriots,,SFA,0%,26,560000,115000
Ashton Lampkin,CB,Chiefs,,SFA,0%,24,559000,12000
Jimmie Gilbert,43DE,49ers,,SFA,0%,24,559000,62000
Jessamen Dunker,OT,Giants,,SFA,0%,25,558333,20000
Eric Smith,LT,Dolphins,Jets,Signed,0%,23,562500,0
Fred Ross,WR,Panthers,,SFA,0%,23,558333,10000
Jordan Sterns,S,Chiefs,,SFA,0%,24,558333,10000
Cole Luke,CB,Panthers,,SFA,0%,,558333,10000
Calvin Munson,ILB,Giants,,SFA,0%,24,558333,30000
Darrell Daniels,TE,Colts,Cardinals,Signed,8.5%,24,555000,0
Mike Moore,ILB,Chargers,,SFA,0%,25,558333,10000
Maurice Smith,S,Dolphins,Dolphins,Signed,5.4%,23,600000,0
Taquan Mizzell,RB,Bears,Bears,Signed,5.8%,25,600000,0
Victor Bolden,WR,49ers,Bills,Signed,6.5%,23,600000,0
Matthew Godin,34DE,Texans,,SFA,0%,25,557667,16000
Devin Chappell,S,Chiefs,,SFA,0%,24,557667,8000
Keith Towbridge,TE,Bills,,SFA,0%,23,557500,7500
Brandon Kublanow,C,Ravens,,SFA,0%,23,557333,7000
Cole Croston,LT,Patriots,,SFA,0.4%,25,557000,31000
Tim White,WR,Ravens,,SFA,0.2%,,557000,6000
Justin Vogel,P,Packers,,SFA,0%,25,556667,5000
Lenzy Pipkins,CB,Packers,,,5.1%,25,556667,5000
Jermaine Grace,ILB,Colts,,SFA,0%,25,556667,5000
Cole Gardner,T,Buccaneers,,SFA,0%,25,556667,5000
I'Tavius Mathers,RB,Jaguars,,SFA,0%,25,556667,10000
Demetrious Cox,S,Panthers,,SFA,0%,24,556667,5000
Brisly Estime,WR,Jets,,SFA,0%,,556667,15000
Desmond Lawrence,CB,Lions,,SFA,0%,24,556667,10000
Shaan Washington,43OLB,Vikings,,SFA,0%,25,556667,5000
Tion Green,RB,Lions,,SFA,0%,25,556667,10000
Donavin Newsom,ILB,49ers,,SFA,0%,,556667,30000
Chris Odom,34OLB,Packers,,SFA,0%,24,556333,4000
Deyshawn Bond,C,Colts,,SFA,0%,24,556000,3000
Lenard Tillery,RB,Rams,,SFA,0%,25,555833,2500
Josh Banks,34DE,Giants,,SFA,0%,24,555833,5000
Deante Gray,WR,Texans,,SFA,0%,24,555667,2000
Devaroe Lawrence,43DT,Saints,,,0.2%,26,555500,1500
Jarveon Williams,RB,Bengals,,SFA,0%,23,555000,0
Quincy Mauger,S,Falcons,,SFA,0%,23,555000,0
Keeon Johnson,WR,Giants,,SFA,0%,,555000,0
Brandon Reilly,WR,Bills,,SFA,0%,25,555000,0
Gimel President,34OLB,Texans,,SFA,0%,25,555000,0
Antonio Crawford,CB,Steelers,,SFA,0%,24,555000,0
Xavier Woodson-Luster,ILB,Raiders,Browns,Signed,0.1%,23,600000,0
Fish Smithson,S,Redskins,,SFA,0%,,555000,0
LeShun Daniels Jr.,RB,Redskins,,SFA,0%,23,555000,0
Chanceller James,S,49ers,,SFA,0%,24,555000,0
Chris Thompson,WR,Texans,,SFA,0%,24,555000,0
Chad Slade,LG,Texans,,SFA,0%,26,555000,0
LaTroy Lewis,34OLB,Texans,Titans,Signed,0%,25,595000,0
Jace Billingsley,WR,Lions,,SFA,0%,25,555000,0
Jarrod Harper,S,Jaguars,,SFA,0%,24,555000,0
David Talley,34OLB,Packers,,SFA,0%,2019,555000,0
Otha Peters,ILB,Redskins,,SFA,0%,24,555000,0
Chris Smith,43DE,Bengals,Browns,Signed,28.6%,26,4000000,4500000
Trey Edmunds,TE,Saints,Steelers,Signed,0%,24,600000,0
Pete Robertson,34OLB,Redskins,,SFA,0%,26,555000,0
Mike Hilton,CB,Steelers,Steelers,Signed,56.7%,24,555000,0
Breon Borders,CB,Bills,Jaguars,Signed,0%,23,562500,0
Nordly Capi,43OLB,Bills,,SFA,0%,26,555000,0
Andy Jones,WR,Lions,Lions,Signed,23.8%,24,600000,0
Woodrow Hamilton,43DT,Saints,,SFA,0%,26,547500,0
Channing Ward,43DE,Buccaneers,,SFA,0%,26,547500,0
Marquis Bundy,WR,Giants,,SFA,0%,24,547500,0
Hakeem Valles,TE,Lions,,SFA,2.7%,26,547500,0
Jamil Douglas,RG,Falcons,,SFA,0%,25,547500,0
Russ Hansbrough,RB,Chargers,,SFA,0%,25,547500,0
Roger Lewis,WR,Giants,,SFA,0%,25,546167,40000
Dominique Alexander,43OLB,Browns,,SFA,0%,23,545833,20000
Romeo Okwara,34OLB,Giants,Lions,Signed,72.4%,23,545000,27500
Stephane Nembot,LT,Ravens,,UFA,0%,27,544167,12500
Cre'Von LeBlanc,CB,Bears,Eagles,Signed,36.7%,24,675000,0
DeAndre Elliott,CB,Seahawks,,SFA,0%,26,543333,10000
Alex Erickson,WR,Bengals,Bengals,Signed,36.3%,26,2025000,500000
Anthony Lanier,34DE,Redskins,Chargers,Signed,0%,25,675000,0
Destiny Vaeao,43DT,Eagles,Jets,Signed,15.2%,24,630000,0
Kevin Bowen,RT,Redskins,,SFA,0%,25,542333,7000
Antonio Hamilton,CB,Raiders,Giants,Signed,0%,25,541833,5500
Kenneth Farrow,RB,Chargers,,SFA,0%,25,541667,5000
Stephen Anderson,TE,Texans,Patriots,Signed,0%,25,637500,0
Johnny Holton,WR,Raiders,,SFA,0.5%,28,541667,5000
Mitchell Loewen,43DE,Saints,Lions,Signed,0.4%,25,541666,6500
Josh Hawkins,CB,Packers,Eagles,Signed,0.6%,25,675000,0
Spencer Pulley,C,Chargers,Giants,Signed,55%,25,540667,2000
Brian Price,43DT,Cowboys,Browns,Signed,18.2%,24,675000,0
Tanner McEvoy,WR,Seahawks,,SFA,0%,25,540000,0
Stanley Jean-Baptiste,CB,Ravens,Ravens,Signed,0%,28,630000,0
Ryan O'Malley,TE,Giants,,UFA,0%,25,540000,0
Joe Kerridge,FB,Packers,,UFA,0%,26,540000,0
Patrick Murray,K,Buccaneers,,UFA,0%,27,540000,0
Erik Harris,S,Raiders,Raiders,Signed,42%,28,630000,0
Branden Jackson,43DE,Seahawks,Seahawks,Signed,26%,26,630000,0
Brian Mihalik,LT,Lions,Giants,Signed,5%,26,675000,0
Matt Hazel,WR,Browns,,UFA,0%,26,540000,0
John Wetzel,LT,Cardinals,Cardinals,Signed,35.8%,27,630000,0
Geronimo Allison,WR,Packers,Packers,Signed,22.4%,24,630000,0
Paul Dawson,ILB,Seahawks,,UFA,0%,25,540000,0
Zaire Anderson,ILB,Broncos,,UFA,0%,26,540000,0
Chris Barker,LG,Browns,,UFA,0%,28,540000,0
Marwin Evans,S,Packers,,SFA,0%,25,540000,0
Olsen Pierre,34DE,Cardinals,Cardinals,Signed,22%,27,630000,0
Denver Kirkland,LG,Raiders,Raiders,Signed,0%,24,600000,0
Jordan Taylor,WR,Broncos,Broncos,Signed,0%,26,630000,0
Joe Callahan,QB,Packers,,UFA,0%,25,540000,0
Michael Palardy,P,Panthers,Panthers,Signed,27.5%,26,2506667,2000000
Alex Collins,RB,Ravens,Ravens,Signed,26.1%,24,630000,0
Dexter McCoil,S,49ers,,SFA,0%,27,540000,0
Kalan Reed,CB,Titans,Seahawks,Signed,0%,25,630000,0
Chris Landrum,43DE,Chargers,,SFA,10%,26,540000,0
Joey Hunt,C,Seahawks,Seahawks,Signed,10.8%,24,630000,0
DaVonte Lambert,43DE,Buccaneers,,SFA,0%,24,540000,0
Casey Kreiter,LS,Broncos,Broncos,Signed,33.3%,28,630000,0
Kameron Canaday,LS,Steelers,Steelers,Signed,30.4%,25,630000,0
Jordan Lucas,CB,Dolphins,Chiefs,Signed,22.5%,25,630000,0
Kaelin Clay,WR,Panthers,,UFA,0%,26,540000,0
Quinton Jefferson,43DT,Seahawks,Seahawks,Signed,56.4%,25,630000,0
Erik Swoope,TE,Colts,,UFA,6.9%,26,540000,0
Garrison Smith,43DT,Seahawks,,UFA,2.7%,27,540000,0
Xavier Grimble,TE,Steelers,Steelers,Signed,15.7%,26,630000,0
Tyler Larsen,C,Panthers,Panthers,Signed,30.6%,27,2150000,1400000
Christian Ringo,43DT,Lions,Bengals,Signed,13.6%,26,675000,0
Lawrence Thomas,34De,Jets,,UFA,0%,25,540000,0
Andrew Adams,S,Giants,Buccaneers,Signed,35.3%,26,630000,0
Josh Forrest,ILB,Seahawks,,UFA,0%,26,540000,0
Robert Thomas,43DT,Giants,,UFA,1.8%,27,540000,0
B.J. Finney,C,Steelers,Steelers,Signed,14.6%,27,630000,0
Patrick Onwuasor,ILB,Ravens,Ravens,Signed,41.9%,26,630000,0
Lafayette Pitts,CB,Bills,Bills,Signed,9.5%,26,630000,0
Shilique Calhoun,43OLB,Raiders,Raiders,Signed,13.3%,26,630000,0
Michael Jordan,CB,Browns,,SFA,0%,26,540000,0
Kerry Hyder,43DE,Lions,Lions,Signed,15.5%,27,555000,0
Thomas Rawls,RB,Seahawks,,UFA,0%,25,530000,15000
Delvin Breaux,CB,Saints,,UFA,0%,29,529000,150000
Nick Easton,LG,Vikings,Vikings,Signed,0%,26,2914000,0
Xavier Williams,34DT,Cardinals,Chiefs,Signed,35.9%,26,2528500,2455000
Darrell Williams,RT,Rams,,UFA,0%,25,527500,7500
Cameron Meredith,WR,Bears,Saints,Signed,12%,26,4750000,5350000
Greg Mancz,C,Texans,Texans,Signed,33.6%,26,3000000,3500000
Quinton Spain,LG,Titans,Titans,Signed,86.8%,27,1907000,0
Zach Zenner,RB,Lions,Lions,Signed,11%,27,705000,0
Ladarius Gunter,CB,Panthers,,UFA,0%,26,526667,5000
Eli Rogers,WR,Steelers,Steelers,Signed,9.8%,26,630000,0
Corey Grant,RB,Jaguars,Jaguars,Signed,6.3%,27,2914000,0
Brian Peters,ILB,Texans,Texans,Signed,4.9%,30,900000,135000
T.Y. McGill,43DT,Browns,Chargers,Signed,8.9%,26,755000,0
Nick O'Leary,TE,Bills,Dolphins,Signed,40.4%,26,1200000,200000
Tyrell Williams,WR,Chargers,Chargers,Signed,76.4%,26,2914000,0
Rontez Miles,S,Jets,Jets,Signed,7.8%,30,1907000,0
Anthony Harris,S,Vikings,Vikings,Signed,60%,26,705000,0
Quinton Dunbar,CB,Redskins,Redskins,Signed,36%,26,3500000,3750000
Brett Jones,C,Giants,Vikings,Signed,18.2%,27,2914000,0
Jordan Berry,P,Steelers,Steelers,Signed,30.1%,27,1907000,0
Deshazor Everett,S,Redskins,Redskins,Signed,13.1%,26,1300000,250000
Brent Qvale,RT,Jets,Jets,Signed,15.9%,27,1907000,0
Dalyn Dawkins,RB,Titans,,SFA,0%,24,525000,0
Jason Myers,K,Jaguars,Jets,Signed,30.4%,27,705000,0
Dominique Williams,WR,Eagles,,SFA,0%,26,520000,30000
J.J. Dielman,LG,Broncos,,SFA,0%,25,517500,15000
Eric Lee,43DE,Patriots,Lions,Signed,9.8%,24,600000,0
Aziz Shittu,43DT,Eagles,,SFA,0%,24,513750,7500
Leon McQuay III,S,Chiefs,,SFA,0%,24,510000,0
JoJo Natson,WR,Jets,Rams,Signed,0%,24,550000,0
Krishawn Hogan,WR,Colts,,SFA,0%,23,510000,0
Riley Bullough,ILB,Buccaneers,Buccaneers,Signed,12.1%,25,600000,0
Greg Mabin,CB,49ers,49ers,Signed,15.2%,24,555000,0
Bobo Wilson,WR,Buccaneers,Buccaneers,Signed,6.2%,23,600000,0
Kyle Kalis,LG,Redskins,Browns,Signed,0%,25,600000,0
Lewis Neal,43DT,Cowboys,,SFA,0%,23,510000,0
Nigel Harris,ILB,Buccaneers,Titans,Signed,0%,24,595000,0
Chunky Clements,34DT,Texans,,SFA,0%,24,510000,0
B.J. Bello,43OLB,Browns,Eagles,Signed,0%,24,645000,0
Akeem Judd,RB,Jets,,SFA,0%,26,510000,0
Kai Nacua,S,Browns,,SFA,0%,23,510000,0
Reggie Porter,CB,Browns,,SFA,0%,24,510000,0
Cameron Malveaux,43DE,Dolphins,Cardinals,Signed,15.8%,24,600000,0
